Index,wgs_id,run_accession,study_country_concat,simulation_study
1474,ERR1474,ERR1474,Study5,0
1475,ERR1475,ERR1475,Study5,0
1476,ERR1476,ERR1476,Study5,1
1477,ERR1477,ERR1477,Study5,0
1478,ERR1478,ERR1478,Study5,1
1479,ERR1479,ERR1479,Study5,
1480,ERR1480,ERR1480,Study5,
1481,ERR1481,ERR1481,Study5,
1482,ERR1482,ERR1482,Study5,
1483,ERR1483,ERR1483,Study5,
1484,ERR1484,ERR1484,Study5,
1485,ERR1485,ERR1485,Study5,
1486,ERR1486,ERR1486,Study5,
1487,ERR1487,ERR1487,Study5,
1488,ERR1488,ERR1488,Study5,
1489,ERR1489,ERR1489,Study5,
1490,ERR1490,ERR1490,Study5,
1491,ERR1491,ERR1491,Study5,
1492,ERR1492,ERR1492,Study5,
1493,ERR1493,ERR1493,Study5,
1494,ERR1494,ERR1494,Study5,
1495,ERR1495,ERR1495,Study5,
1496,ERR1496,ERR1496,Study5,
1497,ERR1497,ERR1497,Study5,
1498,ERR1498,ERR1498,Study5,
1499,ERR1499,ERR1499,Study5,
1500,ERR1500,ERR1500,Study5,
1501,ERR1501,ERR1501,Study5,
1502,ERR1502,ERR1502,Study5,
1503,ERR1503,ERR1503,Study5,
1504,ERR1504,ERR1504,Study5,
1505,ERR1505,ERR1505,Study5,
1506,ERR1506,ERR1506,Study5,
1507,ERR1507,ERR1507,Study5,
1508,ERR1508,ERR1508,Study5,
1509,ERR1509,ERR1509,Study5,
1510,ERR1510,ERR1510,Study5,
1511,ERR1511,ERR1511,Study5,
1512,ERR1512,ERR1512,Study5,
1513,ERR1513,ERR1513,Study5,
1514,ERR1514,ERR1514,Study5,
1515,ERR1515,ERR1515,Study5,
1516,ERR1516,ERR1516,Study5,
1517,ERR1517,ERR1517,Study5,
1518,ERR1518,ERR1518,Study5,
1519,ERR1519,ERR1519,Study5,
1520,ERR1520,ERR1520,Study5,
1521,ERR1521,ERR1521,Study5,
1522,ERR1522,ERR1522,Study5,
1523,ERR1523,ERR1523,Study5,
1524,ERR1524,ERR1524,Study5,
1525,ERR1525,ERR1525,Study5,
1526,ERR1526,ERR1526,Study5,
1527,ERR1527,ERR1527,Study5,
1528,ERR1528,ERR1528,Study5,
1529,ERR1529,ERR1529,Study5,
1530,ERR1530,ERR1530,Study5,
1531,ERR1531,ERR1531,Study5,
1532,ERR1532,ERR1532,Study5,
1533,ERR1533,ERR1533,Study5,
1534,ERR1534,ERR1534,Study5,
1535,ERR1535,ERR1535,Study5,
1536,ERR1536,ERR1536,Study5,
1537,ERR1537,ERR1537,Study5,
1538,ERR1538,ERR1538,Study5,
1539,ERR1539,ERR1539,Study5,
1540,ERR1540,ERR1540,Study5,
1541,ERR1541,ERR1541,Study5,
1542,ERR1542,ERR1542,Study5,
1543,ERR1543,ERR1543,Study5,
1544,ERR1544,ERR1544,Study5,
1545,ERR1545,ERR1545,Study5,
1546,ERR1546,ERR1546,Study5,
1547,ERR1547,ERR1547,Study5,
1548,ERR1548,ERR1548,Study5,
1549,ERR1549,ERR1549,Study5,
1550,ERR1550,ERR1550,Study5,
1551,ERR1551,ERR1551,Study5,
1552,ERR1552,ERR1552,Study5,
1553,ERR1553,ERR1553,Study5,
1554,ERR1554,ERR1554,Study5,
1555,ERR1555,ERR1555,Study5,
1556,ERR1556,ERR1556,Study5,
1557,ERR1557,ERR1557,Study5,
1558,ERR1558,ERR1558,Study5,
1559,ERR1559,ERR1559,Study5,
1560,ERR1560,ERR1560,Study5,
1561,ERR1561,ERR1561,Study5,
1562,ERR1562,ERR1562,Study5,
1563,ERR1563,ERR1563,Study5,
1564,ERR1564,ERR1564,Study5,
1565,ERR1565,ERR1565,Study5,
1566,ERR1566,ERR1566,Study5,
1567,ERR1567,ERR1567,Study5,
1568,ERR1568,ERR1568,Study5,
1569,ERR1569,ERR1569,Study5,
1570,ERR1570,ERR1570,Study5,
1571,ERR1571,ERR1571,Study5,
1572,ERR1572,ERR1572,Study5,
1573,ERR1573,ERR1573,Study5,
1574,ERR1574,ERR1574,Study5,
1575,ERR1575,ERR1575,Study5,
1576,ERR1576,ERR1576,Study5,
1577,ERR1577,ERR1577,Study5,
1578,ERR1578,ERR1578,Study5,
1579,ERR1579,ERR1579,Study5,
1580,ERR1580,ERR1580,Study5,
1581,ERR1581,ERR1581,Study5,
1582,ERR1582,ERR1582,Study5,
1583,ERR1583,ERR1583,Study5,
1584,ERR1584,ERR1584,Study5,
1585,ERR1585,ERR1585,Study5,
1586,ERR1586,ERR1586,Study5,
1587,ERR1587,ERR1587,Study5,
1588,ERR1588,ERR1588,Study5,
1589,ERR1589,ERR1589,Study5,
1590,ERR1590,ERR1590,Study5,
1591,ERR1591,ERR1591,Study5,
1592,ERR1592,ERR1592,Study5,
1593,ERR1593,ERR1593,Study5,
1594,ERR1594,ERR1594,Study5,
1595,ERR1595,ERR1595,Study5,
1596,ERR1596,ERR1596,Study5,
1597,ERR1597,ERR1597,Study5,
1598,ERR1598,ERR1598,Study5,
1599,ERR1599,ERR1599,Study5,
1600,ERR1600,ERR1600,Study5,
1601,ERR1601,ERR1601,Study5,
1602,ERR1602,ERR1602,Study5,
1603,ERR1603,ERR1603,Study5,
1604,ERR1604,ERR1604,Study5,
1605,ERR1605,ERR1605,Study5,
1606,ERR1606,ERR1606,Study5,
1607,ERR1607,ERR1607,Study5,
1608,ERR1608,ERR1608,Study5,
1609,ERR1609,ERR1609,Study5,
1610,ERR1610,ERR1610,Study5,
1611,ERR1611,ERR1611,Study5,
1612,ERR1612,ERR1612,Study5,
1613,ERR1613,ERR1613,Study5,
1614,ERR1614,ERR1614,Study5,
1615,ERR1615,ERR1615,Study5,
1616,ERR1616,ERR1616,Study5,
1617,ERR1617,ERR1617,Study5,
1618,ERR1618,ERR1618,Study5,
1619,ERR1619,ERR1619,Study5,
1620,ERR1620,ERR1620,Study5,
1621,ERR1621,ERR1621,Study5,
1622,ERR1622,ERR1622,Study5,
1623,ERR1623,ERR1623,Study5,
1624,ERR1624,ERR1624,Study5,
1625,ERR1625,ERR1625,Study5,
1626,ERR1626,ERR1626,Study5,
1627,ERR1627,ERR1627,Study5,
1628,ERR1628,ERR1628,Study5,
1629,ERR1629,ERR1629,Study5,
1630,ERR1630,ERR1630,Study5,
1631,ERR1631,ERR1631,Study5,
1632,ERR1632,ERR1632,Study5,
1633,ERR1633,ERR1633,Study5,
1634,ERR1634,ERR1634,Study5,
1635,ERR1635,ERR1635,Study5,
1636,ERR1636,ERR1636,Study5,
1637,ERR1637,ERR1637,Study5,
1638,ERR1638,ERR1638,Study5,
1639,ERR1639,ERR1639,Study5,
1640,ERR1640,ERR1640,Study5,
1641,ERR1641,ERR1641,Study5,
1642,ERR1642,ERR1642,Study5,
1643,ERR1643,ERR1643,Study5,
1644,ERR1644,ERR1644,Study5,
1645,ERR1645,ERR1645,Study5,
1646,ERR1646,ERR1646,Study5,
1647,ERR1647,ERR1647,Study5,
1648,ERR1648,ERR1648,Study5,
1649,ERR1649,ERR1649,Study5,
1650,ERR1650,ERR1650,Study5,
1651,ERR1651,ERR1651,Study5,
1652,ERR1652,ERR1652,Study5,
1653,ERR1653,ERR1653,Study5,
1654,ERR1654,ERR1654,Study5,
1655,ERR1655,ERR1655,Study5,
1656,ERR1656,ERR1656,Study5,
1657,ERR1657,ERR1657,Study5,
1658,ERR1658,ERR1658,Study5,
1659,ERR1659,ERR1659,Study5,
1660,ERR1660,ERR1660,Study5,
1661,ERR1661,ERR1661,Study5,
1662,ERR1662,ERR1662,Study5,
1663,ERR1663,ERR1663,Study5,
1664,ERR1664,ERR1664,Study5,
1665,ERR1665,ERR1665,Study5,
1666,ERR1666,ERR1666,Study5,
1667,ERR1667,ERR1667,Study5,
1668,ERR1668,ERR1668,Study5,
1669,ERR1669,ERR1669,Study5,
1670,ERR1670,ERR1670,Study5,
1671,ERR1671,ERR1671,Study5,
1672,ERR1672,ERR1672,Study5,
1673,ERR1673,ERR1673,Study5,
1674,ERR1674,ERR1674,Study5,
1675,ERR1675,ERR1675,Study5,
1676,ERR1676,ERR1676,Study5,
1677,ERR1677,ERR1677,Study5,
1678,ERR1678,ERR1678,Study5,
1679,ERR1679,ERR1679,Study5,
1680,ERR1680,ERR1680,Study5,
1681,ERR1681,ERR1681,Study5,
1682,ERR1682,ERR1682,Study5,
1683,ERR1683,ERR1683,Study5,
1684,ERR1684,ERR1684,Study5,
1685,ERR1685,ERR1685,Study5,
1686,ERR1686,ERR1686,Study5,
1687,ERR1687,ERR1687,Study5,
1688,ERR1688,ERR1688,Study5,
1689,ERR1689,ERR1689,Study5,
1690,ERR1690,ERR1690,Study5,
1691,ERR1691,ERR1691,Study5,
1692,ERR1692,ERR1692,Study5,
1693,ERR1693,ERR1693,Study5,
1694,ERR1694,ERR1694,Study5,
1695,ERR1695,ERR1695,Study5,
1696,ERR1696,ERR1696,Study5,
1697,ERR1697,ERR1697,Study5,
1698,ERR1698,ERR1698,Study5,
1699,ERR1699,ERR1699,Study5,
1700,ERR1700,ERR1700,Study5,
1701,ERR1701,ERR1701,Study5,
1702,ERR1702,ERR1702,Study5,
1703,ERR1703,ERR1703,Study5,
1704,ERR1704,ERR1704,Study5,
1705,ERR1705,ERR1705,Study5,
1706,ERR1706,ERR1706,Study5,
1707,ERR1707,ERR1707,Study5,
1708,ERR1708,ERR1708,Study5,
1709,ERR1709,ERR1709,Study5,
1710,ERR1710,ERR1710,Study5,
1711,ERR1711,ERR1711,Study5,
1712,ERR1712,ERR1712,Study5,
1713,ERR1713,ERR1713,Study5,
1714,ERR1714,ERR1714,Study5,
1715,ERR1715,ERR1715,Study5,
1716,ERR1716,ERR1716,Study5,
1717,ERR1717,ERR1717,Study5,
1718,ERR1718,ERR1718,Study5,
1719,ERR1719,ERR1719,Study5,
1720,ERR1720,ERR1720,Study5,
1721,ERR1721,ERR1721,Study5,
1722,ERR1722,ERR1722,Study5,
1723,ERR1723,ERR1723,Study5,
1724,ERR1724,ERR1724,Study5,
1725,ERR1725,ERR1725,Study5,
1726,ERR1726,ERR1726,Study5,
1727,ERR1727,ERR1727,Study5,
1728,ERR1728,ERR1728,Study5,
1729,ERR1729,ERR1729,Study5,
1730,ERR1730,ERR1730,Study5,
1731,ERR1731,ERR1731,Study5,
1732,ERR1732,ERR1732,Study5,
1733,ERR1733,ERR1733,Study5,
1734,ERR1734,ERR1734,Study5,
1735,ERR1735,ERR1735,Study5,
1736,ERR1736,ERR1736,Study5,
1737,ERR1737,ERR1737,Study5,
1738,ERR1738,ERR1738,Study5,
1739,ERR1739,ERR1739,Study5,
1740,ERR1740,ERR1740,Study5,
1741,ERR1741,ERR1741,Study5,
1742,ERR1742,ERR1742,Study5,
1743,ERR1743,ERR1743,Study5,
1744,ERR1744,ERR1744,Study5,
1745,ERR1745,ERR1745,Study5,
1746,ERR1746,ERR1746,Study5,
1747,ERR1747,ERR1747,Study5,
1748,ERR1748,ERR1748,Study5,
1749,ERR1749,ERR1749,Study5,
1750,ERR1750,ERR1750,Study5,
1751,ERR1751,ERR1751,Study5,
1752,ERR1752,ERR1752,Study5,
1753,ERR1753,ERR1753,Study5,
1754,ERR1754,ERR1754,Study5,
1755,ERR1755,ERR1755,Study5,
1756,ERR1756,ERR1756,Study5,
1757,ERR1757,ERR1757,Study5,
1758,ERR1758,ERR1758,Study5,
1759,ERR1759,ERR1759,Study5,
1760,ERR1760,ERR1760,Study5,
1761,ERR1761,ERR1761,Study5,
1762,ERR1762,ERR1762,Study5,
1763,ERR1763,ERR1763,Study5,
1764,ERR1764,ERR1764,Study5,
1765,ERR1765,ERR1765,Study5,
1766,ERR1766,ERR1766,Study5,
1767,ERR1767,ERR1767,Study5,
1768,ERR1768,ERR1768,Study5,
1769,ERR1769,ERR1769,Study5,
1770,ERR1770,ERR1770,Study5,
1771,ERR1771,ERR1771,Study5,
1772,ERR1772,ERR1772,Study5,
1773,ERR1773,ERR1773,Study5,
1774,ERR1774,ERR1774,Study5,
1775,ERR1775,ERR1775,Study5,
1776,ERR1776,ERR1776,Study5,
1777,ERR1777,ERR1777,Study5,
1778,ERR1778,ERR1778,Study5,
1779,ERR1779,ERR1779,Study5,
1780,ERR1780,ERR1780,Study5,
1781,ERR1781,ERR1781,Study5,
1782,ERR1782,ERR1782,Study5,
1783,ERR1783,ERR1783,Study5,
1784,ERR1784,ERR1784,Study5,
1785,ERR1785,ERR1785,Study5,
1786,ERR1786,ERR1786,Study5,
1787,ERR1787,ERR1787,Study5,
1788,ERR1788,ERR1788,Study5,
1789,ERR1789,ERR1789,Study5,
1790,ERR1790,ERR1790,Study5,
1791,ERR1791,ERR1791,Study5,
1792,ERR1792,ERR1792,Study5,
1793,ERR1793,ERR1793,Study5,
1794,ERR1794,ERR1794,Study5,
1795,ERR1795,ERR1795,Study5,
1796,ERR1796,ERR1796,Study5,
1797,ERR1797,ERR1797,Study5,
1798,ERR1798,ERR1798,Study5,
1799,ERR1799,ERR1799,Study5,
1800,ERR1800,ERR1800,Study5,
1801,ERR1801,ERR1801,Study5,
1802,ERR1802,ERR1802,Study5,
1803,ERR1803,ERR1803,Study5,
1804,ERR1804,ERR1804,Study5,
1805,ERR1805,ERR1805,Study5,
1806,ERR1806,ERR1806,Study5,
1807,ERR1807,ERR1807,Study5,
1808,ERR1808,ERR1808,Study5,
1809,ERR1809,ERR1809,Study5,
1810,ERR1810,ERR1810,Study5,
1811,ERR1811,ERR1811,Study5,
1812,ERR1812,ERR1812,Study5,
1813,ERR1813,ERR1813,Study5,
1814,ERR1814,ERR1814,Study5,
1815,ERR1815,ERR1815,Study5,
1816,ERR1816,ERR1816,Study5,
1817,ERR1817,ERR1817,Study5,
1818,ERR1818,ERR1818,Study5,
1819,ERR1819,ERR1819,Study5,
1820,ERR1820,ERR1820,Study5,
1821,ERR1821,ERR1821,Study5,
1822,ERR1822,ERR1822,Study5,
1823,ERR1823,ERR1823,Study5,
1824,ERR1824,ERR1824,Study5,
1825,ERR1825,ERR1825,Study5,
1826,ERR1826,ERR1826,Study5,
1827,ERR1827,ERR1827,Study5,
1828,ERR1828,ERR1828,Study5,
1829,ERR1829,ERR1829,Study5,
1830,ERR1830,ERR1830,Study5,
1831,ERR1831,ERR1831,Study5,
1832,ERR1832,ERR1832,Study5,
1833,ERR1833,ERR1833,Study5,
1834,ERR1834,ERR1834,Study5,
1835,ERR1835,ERR1835,Study5,
